3;110;32;0.25645;2;0.1854;0.21973;0.68889;0.37778;0.37778;31.011
1;120;5;0.71351;1;0.89474;0.60959;0.64444;0.48889;0.48889;5.4517
20;130;30;0.63642;9;1.5426;1.5449;0.77778;0.46667;0.46667;33.23
3;140;5;0.44102;2;1.178;0.35748;0.55556;0.48889;0.48889;5.9527
13;150;24;0.96183;5;0.049418;0.57015;0.66667;0.37778;0.37778;31.127
18;160;31;0.53874;3;1.2813;1.1832;0.57778;0.44444;0.44444;46.884
3;170;27;0.20733;4;1.5947;1.7675;0.82222;0.42222;0.42222;54.109
6;180;27;0.93085;5;0.9238;0.31156;0.71111;0.42222;0.42222;61.326
12;190;28;0.42572;2;1.4994;0.93164;0.6;0.48889;0.48889;59.894
7;200;24;0.36534;5;1.9509;1.8431;0.66667;0.46667;0.46667;41.163
8;210;15;0.71992;3;0.73818;1.3408;0.64444;0.46667;0.46667;26.362
10;220;19;0.99913;3;0.16811;1.1611;0.66667;0.46667;0.46667;37.185
13;230;21;0.55058;1;0.74475;1.7132;0.66667;0.48889;0.48889;48.587
10;240;10;0.19923;8;1.2475;0.14316;0.68889;0.46667;0.46667;20.555
11;250;27;0.13421;6;1.676;0.21243;0.75556;0.46667;0.46667;60.536
6;260;4;0.51134;3;0.86094;1.5189;0.68889;0.48889;0.48889;10.062
17;270;17;0.062278;3;0.89828;0.58912;0.57778;0.51111;0.51111;42.372
11;280;20;0.014853;10;0.14014;0.60097;0.64444;0.48889;0.48889;46.753
8;290;21;0.13763;3;1.4007;0.80942;0.68889;0.42222;0.42222;60.289
5;300;21;0.50468;4;1.3021;1.4934;0.71111;0.37778;0.37778;52.708
17;310;11;0.55688;9;1.1399;0.20705;0.66667;0.44444;0.44444;28.873
19;320;8;0.30808;4;1.1171;0.15281;0.6;0.42222;0.42222;21.237
11;330;13;0.18165;10;1.1346;0.59392;0.66667;0.46667;0.46667;35.463
15;340;5;0.55899;9;0.39549;1.494;0.48889;0.46667;0.46667;14.166
19;350;16;0.35479;2;0.60698;1.7405;0.66667;0.48889;0.48889;46.605
6;360;18;0.12141;7;1.2321;1.9313;0.68889;0.53333;0.53333;54.082
5;370;26;0.97329;3;0.76254;0.13332;0.6;0.33333;0.33333;80.408
11;380;14;0.77045;5;1.2679;1.1669;0.68889;0.37778;0.37778;44.626
7;390;21;0.77197;8;0.10442;0.32772;0.66667;0.37778;0.37778;68.239
12;400;9;0.01158;4;1.2356;0.18631;0.6;0.51111;0.51111;30.089
17;410;14;0.25754;5;0.35382;1.7449;0.62222;0.51111;0.51111;47.748
16;420;15;0.13709;1;0.10817;1.3263;0.66667;0.46667;0.46667;52.318
12;430;10;0.28847;2;0.29804;0.37866;0.57778;0.46667;0.46667;35.663
9;440;20;0.12968;5;0.10529;1.4117;0.68889;0.44444;0.44444;73.452
1;450;19;0.058225;6;0.70426;0.28053;0.68889;0.4;0.4;75.472
18;460;11;0.88699;3;0.31519;1.7405;0.71111;0.48889;0.48889;42.151
2;470;29;0.98271;7;1.7296;0.79853;0.68889;0.44444;0.44444;112.72
5;480;18;0.5809;6;1.7287;1.4216;0.75556;0.48889;0.48889;71.899
3;490;8;0.9175;4;0.046235;1.996;0.64444;0.55556;0.55556;32.494
16;500;19;0.69427;10;1.7551;0.050115;0.6;0.53333;0.53333;79.707
