11;20;12;0.62557;3;1.2479;0.18687;0.71111;0.44444;0.44444;1.9934
16;30;29;0.63437;8;0.26638;0.059726;0.64444;0.44444;0.44444;7.1561
1;40;8;0.26806;3;1.2895;0.88486;0.62222;0.48889;0.48889;2.6226
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
